Original Affiliation,Canonical Affiliation,Cluster ID
"Department of Electrical and Computer Engineering, Micro and Nanotechnology Laboratory, University of Illinois, Urbana, 61801, IL, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Microelectronics Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Department of Electrical Engineering, Micro and Nanotechnology Laboratory, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",202
"Department of Electrical and Computer Engineering, Rice University, 6100 Main Street, Houston, 77005, TX, United States","Department of Electrical and Computer Engineering, Rice University, 6100 Main Street, Houston, 77005, TX, United States",203
"Department of Electrical and Computer Engineering, The Ohio State University, Columbus, 43210, OH, United States, Department of Materials Science and Engineering, The Ohio State University, Columbus, 43210, OH, United States","Department of Electrical and Computer Engineering, Ohio State University, Columbus, 43210, OH, United States, Department of Materials Science and Engineering, Ohio State University, Columbus, 43210, OH, United States",204
"Department of Electrical and Computer Engineering, Ohio State University, Columbus, 43210, OH, United States, Department of Materials Science and Engineering, Ohio State University, Columbus, 43210, OH, United States","Department of Electrical and Computer Engineering, Ohio State University, Columbus, 43210, OH, United States, Department of Materials Science and Engineering, Ohio State University, Columbus, 43210, OH, United States",204
"Department of Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"School of Electrical and Computer Engineering, Purdue University, West Lafayette, 47907-1285, IN, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"Department of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47907, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"Department of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"Department of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47906, United States","Electrical and Computer Engineering, Purdue University, West Lafayette, 47907, IN, United States",205
"Department of Physics and Astronomy, Purdue University, West Lafayette, 47907, IN, United States, Birck Nanotechnology Center, Purdue University, West Lafayette, 47907, IN, United States","Department of Physics and Astronomy, Purdue University, West Lafayette, 47907, IN, United States, Birck Nanotechnology Center, West Lafayette, 47907, IN, United States",206
"Department of Physics and Astronomy, Purdue University, West Lafayette, 47907, IN, United States, Birck Nanotechnology Center, West Lafayette, 47907, IN, United States","Department of Physics and Astronomy, Purdue University, West Lafayette, 47907, IN, United States, Birck Nanotechnology Center, West Lafayette, 47907, IN, United States",206
"Department of Physics, Purdue University, West Lafayette, IN 47907, United States, Birck Nanotechnology Center, Purdue University, West Lafayette, IN 47907, United States","Department of Physics and Astronomy, Purdue University, West Lafayette, 47907, IN, United States, Birck Nanotechnology Center, West Lafayette, 47907, IN, United States",206
"Department of Physics and Material Sciences Center, Philipps-Universit?t Marburg, Renthof 5, Marburg, 35032, Germany","Department of Physics, Material Sciences Center, Philipps-Universit?t Marburg, Renthof 5, Marburg, 35032, Germany",207
"Department of Physics, Material Sciences Center, Philipps-Universit?t Marburg, Renthof 5, Marburg, 35032, Germany","Department of Physics, Material Sciences Center, Philipps-Universit?t Marburg, Renthof 5, Marburg, 35032, Germany",207
"Department of Physics, Auburn University, Auburn, AL 36849, United States","Department of Physics, Auburn University, Auburn, AL 36849, United States",208
"Institute of Polymer Optoelectronic Materials and Devices, State Key Laboratory of Luminescent Materials and Devices, South China University of Technology, Guangzhou, 510640, China","Institute of Polymer Optoelectronic Materials and Devices, State Key Laboratory of Luminescent Materials and Devices, South China University of Technology, Guangzhou, 510640, China",209
"IQE Inc., Bethlehem, PA 18015, United States","IQE Inc., Bethlehem, PA 18015, United States",210
"IQE, Inc., Bethlehem, PA 18015, United States","IQE Inc., Bethlehem, PA 18015, United States",210
"Lawrence Berkeley Laboratory, University of California, Berkeley, California 94720, United States","Lawrence Berkeley Laboratory, University of California, Berkeley, CA, United States",211
"Lawrence Berkeley National Laboratory, University of California, Berkeley, CA 94720, United States","Lawrence Berkeley Laboratory, University of California, Berkeley, CA, United States",211
"Lawrence Berkeley Laboratory, University of California, Berkeley, CA, 94720, United States","Lawrence Berkeley Laboratory, University of California, Berkeley, CA, United States",211
"Lawrence Berkeley Laboratory, University of California, Berkeley, CA, United States","Lawrence Berkeley Laboratory, University of California, Berkeley, CA, United States",211
"Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Lawrence Livermore National Laboratory, Livermore, CA 94551, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Lawrence Livermore National Laboratory, Livermore, CA, 94550, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Lawrence Livermore Natl. Laboratory, Livermore, CA 94551, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Lawrence Livermore Natl. Laboratory, Livermore, CA 94551, P.O. Box 808, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, P.O. Box 808, United States","Lawrence Livermore Natl. Laboratory, Livermore, CA 94550, United States",212
"Quintessence Photonics Corporation, Sylmar, CA 91342, 15632 Roxford Street, United States","Quintessence Photonics Corporation, Sylmar, CA 91342, 15632 Roxford Street, United States",213
"Radiation Laboratory, University of Notre Dame, Notre Dame, IN 46556, United States","Radiation Laboratory, University of Notre Dame, Notre Dame, IN 46556, United States",214
"School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47906, United States","School of Electrical Engineering, Purdue University, W. Lafayette, IN 47907, United States",215
"Sch. of Elec. and Comp. Engineering, Purdue University, West Lafayette, IN 47907, United States","School of Electrical Engineering, Purdue University, W. Lafayette, IN 47907, United States",215
"School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47907-1285, United States","School of Electrical Engineering, Purdue University, W. Lafayette, IN 47907, United States",215
"School of Electrical Engineering, Purdue University, West Lafayette, IN, 47907, United States","School of Electrical Engineering, Purdue University, W. Lafayette, IN 47907, United States",215
"School of Electrical Engineering, Purdue University, West Lafayette, IN 47907-1285, United States","School of Electrical Engineering, Purdue University, W. Lafayette, IN 47907, United States",215
